CFA 410,CFAMT641,MW 2:30 pm-3:20 pm
CFA 414,CFAME203,T 9:00 am-10:45 am
CFA 414,CFAMH412,TR 11:00 am-12:15 pm
CFA 414,CFAMP130,MW 2:30 pm-3:20 pm
CFA 414,CFAMP130,MW 4:40 pm-5:30 pm
CFA 414,CFAMP130,MW 3:35 pm-4:25 pm
CFA 414,CFAMP411,R 12:30 pm-3:15 pm
CFA 414,CFAMP415,T 1:30 pm-3:15 pm
CFA 414,CFAMP611,R 12:30 pm-3:15 pm
CFA 414,CFAMP615,T 1:30 pm-3:15 pm
CFA 414,CFAMT101,MWF 9:05 am-9:55 am
CFA 414,CFAMT101,MWF 10:10 am-11:00 am
CFA 414,CFAMT112,MTR 8:00 am-8:50 am
CFA 426,CFAMP581,T 3:30 pm-5:15 pm
CFA 454,CFATH303,W 11:15 am-2:00 pm
CFA 454,CFATH303,R 12:30 pm-3:15 pm
CFA 454,CFATH341,M 10:10 am-11:55 am
CFA 454,CFATH401,T 3:30 pm-6:15 pm
CFA 454,CFATH403,T 12:30 pm-3:15 pm
CFA 454,CFATH840,R 3:30 pm-5:15 pm
CFA 460,CFATH427,WF 2:30 pm-4:15 pm
CFA 460,CFATH623,T 3:30 pm-5:15 pm
CFA 468,CFATH429,M 4:30 pm-6:15 pm
CFA 468,CFATH429,M 12:20 pm-2:05 pm
CFA 500,CFAAR329,M 6:30 pm-9:15 pm
CFA 500,CFAAR331,R 9:00 am-10:45 am
CFA 507,CFAAR341,TR 3:30 pm-6:15 pm
CFA 508,CFAAR321,MW 2:30 pm-5:15 pm
CFA 508,CFAAR345,MW 2:30 pm-5:15 pm
CFA 516,CFAAR223,TR 12:30 pm-3:15 pm
CFA 554,CFAAR470,MW 2:30 pm-5:15 pm
CFA 554,CFAAR770,MW 2:30 pm-5:15 pm
CFA 556,CFAAR121,MW 2:30 pm-5:15 pm
CFA 556,CFAAR121,TR 3:30 pm-6:15 pm
CFA 556,CFAAR121,MW 8:00 am-10:45 am
CFA 557,CFAAR221,TR 3:30 pm-6:15 pm
CFA 559,CFAAR535,MW 8:00 am-10:45 am
CFA B22L,CFAMP381,T 11:15 am-12:05 pm
CFA B22L,CFAMP681,T 11:15 am-12:05 pm
CFA B33F,CFAMP470,W 6:30 pm-9:15 pm
CFA B33F,CFAMP670,W 6:30 pm-9:15 pm
CFA B36,CFAMH561,R 6:30 pm-9:15 pm
CFA B36,CFAMH620,T 12:30 pm-3:15 pm
CFA B36,CFAMH754,W 2:30 pm-5:15 pm
CFA B36,CFAMH854,W 2:30 pm-5:15 pm
CFA B36,CFAMP520,R 1:30 pm-3:15 pm
CFA B36,CFAMT111,MWF 8:00 am-8:50 am
CFA B37,CFAMP111,MW 2:30 pm-3:20 pm
CFA B37,CFAMP111,MW 3:35 pm-4:25 pm
CFA B37,CFAMP111,MW 4:40 pm-5:30 pm
CFA B37,CFAMP111,TR 6:30 pm-7:20 pm
CFA B37,CFAMP111,MW 9:05 am-9:55 am
CFA B37,CFAMP111,TR 11:15 am-12:05 pm
CFA B37,CFAMP111,MW 12:20 pm-1:10 pm
CFA B37,CFAMP111,TR 3:35 pm-4:25 pm
CFA B37,CFAMP111,MW 1:25 pm-2:15 pm
CFA B37,CFAMP112,MW 11:15 am-12:05 pm
CFA B37,CFAMP112,MW 6:30 pm-7:20 pm
CFA B37,CFAMP113,MW 10:10 am-11:00 am
CFA B37,CFAMP511,T 9:30 am-10:45 am
CFA B38,CFAMP705,T 3:35 pm-4:25 pm
CFA B38,CFAMP705,T 11:15 am-12:05 pm
CFA B38,CFAMP705,T 12:30 pm-1:20 pm
CFA B38,CFAMT435,T 1:30 pm-3:15 pm
CFA B38,CFAMT635,T 1:30 pm-3:15 pm
CFA B38,CFAMT681,R 1:30 pm-3:15 pm
CFA THA,CFATH099,TR 9:00 am-10:45 am
CFA THA,CFATH099,T 9:00 am-10:45 am
CFA THA,CFATH099,R 9:00 am-10:45 am
CFA THA,CFATH099,R 9:00 am-10:45 am
CFA THA,CFATH099,R 9:00 am-10:45 am
CFA THA,CFATH099,R 9:00 am-10:45 am
CFA THA,CFATH099,R 9:00 am-10:45 am
CFA THA,CFATH099,R 9:00 am-10:45 am
CFA THA,CFATH099,R 9:00 am-10:45 am
CFA THA,CFATH099,R 9:00 am-10:45 am
CFA THA,CFATH099,R 9:00 am-10:45 am
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH347,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CFA THA,CFATH447,TWRF 7:00 pm-11:00 pm
CGS 111A,CASCL451,MWF 11:15 am-12:05 pm
CGS 111A,CASEE538,M 2:30 pm-5:15 pm
CGS 111A,COMFT310,R 9:00 am-10:45 am
CGS 111A,COMJO200,W 8:00 am-10:45 am
CGS 111A,COMJO200,T 8:00 am-10:45 am
CGS 111A,COMJO200,W 2:30 pm-5:15 pm
CGS 111A,KHCPY104,TR 11:00 am-12:15 pm
CGS 111A,METEN201,W 6:00 pm-8:45 pm
CGS 111A,METHI215,M 6:00 pm-8:45 pm
CGS 111A,SAROT500,R 1:30 pm-3:15 pm
CGS 111A,SSWFE800,M 12:20 pm-2:05 pm
CGS 111B,CASBI581,M 10:10 am-11:55 am
CGS 111B,CDSDS291,W 10:10 am-11:55 am
CGS 111B,CDSDS310,F 11:15 am-12:05 pm
CGS 111B,COMCM703,T 12:30 pm-3:15 pm
CGS 111B,COMFT411,R 6:30 pm-9:15 pm
CGS 111B,COMFT412,T 6:30 pm-9:15 pm
CGS 111B,COMFT522,R 8:00 am-10:45 am
CGS 111B,SAROT500,R 1:30 pm-3:15 pm
CGS 111B,SEDYJ301,R 3:30 pm-6:15 pm
CGS 111B,SSWCP804,T 9:00 am-10:45 am
CGS 113,CASAR202,TR 12:30 pm-1:45 pm
CGS 113,CASEC101,R 11:15 am-12:05 pm
CGS 113,CASEC102,T 11:15 am-12:05 pm
CGS 113,CASIR271,F 1:25 pm-2:15 pm
CGS 113,CASLY211,MWF 10:10 am-11:00 am
CGS 113,CASLY212,MWF 11:15 am-12:05 pm
CGS 113,CASLY303,MWF 12:20 pm-1:10 pm
CGS 113,CASPO171,F 1:25 pm-2:15 pm
CGS 113,CGSHU201,TR 2:00 pm-2:50 pm
CGS 113,COMCM419,W 2:30 pm-5:15 pm
CGS 113,COMCM831,M 2:30 pm-5:15 pm
CGS 113,COMCO101,F 9:05 am-9:55 am
CGS 113,METHI312,R 6:00 pm-8:45 pm
CGS 113,STHTO814,T 3:30 pm-6:15 pm
CGS 115,CASBI203,T 11:15 am-12:05 pm
CGS 115,CASCH203,T 3:35 pm-4:25 pm
CGS 115,CASEC101,R 11:15 am-12:05 pm
CGS 115,CASFY101,M 2:30 pm-3:20 pm
CGS 115,CASIR292,F 9:05 am-9:55 am
CGS 115,CASIR292,F 10:10 am-11:00 am
CGS 115,CASIR564,R 12:30 pm-3:15 pm
CGS 115,CASLS307,MWF 12:20 pm-1:10 pm
CGS 115,CASNE338,W 11:15 am-12:05 pm
CGS 115,CASPS338,W 11:15 am-12:05 pm
CGS 115,CASPS371,F 2:30 pm-3:20 pm
CGS 115,CASWR415,MWF 1:25 pm-2:15 pm
CGS 115,COMCM442,T 12:30 pm-3:15 pm
CGS 115,COMCM557,W 2:30 pm-5:15 pm
CGS 115,COMFT250,F 11:15 am-12:05 pm
CGS 115,SEDRS652,T 5:00 pm-7:45 pm
CGS 117A,CASNE338,W 9:05 am-9:55 am
CGS 117A,CASNE338,W 10:10 am-11:00 am
CGS 117A,CASPS338,W 9:05 am-9:55 am
CGS 117A,CASPS338,W 10:10 am-11:00 am
CGS 117A,COMFT411,M 6:30 pm-9:15 pm
CGS 117A,KHCHC301,F 11:15 am-12:05 pm
CGS 117A,KHCRH104,TR 12:30 pm-1:45 pm
CGS 117A,STHTH809,M 2:30 pm-5:15 pm
CGS 117B,CASLC116,MWF 2:30 pm-3:20 pm
CGS 117B,CASLC116,MWF 3:35 pm-4:25 pm
CGS 117B,COMFT516,R 8:00 am-10:45 am
CGS 117B,COMJO200,TR 3:30 pm-4:45 pm
CGS 117B,SAROT500,R 1:30 pm-3:15 pm
CGS 121,CASAN101,R 11:15 am-12:05 pm
CGS 121,CASAR305,TR 9:30 am-10:45 am
CGS 121,CASCH131,T 11:15 am-12:05 pm
CGS 121,CASCH203,W 11:15 am-12:05 pm
CGS 121,CASCH203,T 12:30 pm-1:20 pm
CGS 121,CASCL101,W 12:20 pm-1:10 pm
CGS 121,CASRN100,W 10:10 am-11:00 am
CGS 121,CASWR120,TR 2:00 pm-3:15 pm
CGS 121,CDSDS120,M 11:15 am-12:05 pm
CGS 121,CDSDS120,M 1:25 pm-2:15 pm
CGS 121,COMCO101,F 9:05 am-9:55 am
CGS 121,METAT732,M 2:30 pm-5:15 pm
CGS 121,METAT741,M 6:00 pm-8:45 pm
CGS 121,SARHS463,W 2:30 pm-5:15 pm
CGS 121,SARSH548,F 11:15 am-2:00 pm
CGS 121,STHTT849,T 3:30 pm-6:15 pm
CGS 123,CASBI309,R 11:15 am-12:05 pm
CGS 123,CASCH203,W 10:10 am-11:00 am
CGS 123,CASFY101,T 11:15 am-12:05 pm
CGS 123,CASRN100,W 12:20 pm-1:10 pm
CGS 123,CASSO100,F 10:10 am-11:00 am
CGS 123,CASSO100,F 11:15 am-12:05 pm
CGS 123,CASWS101,W 2:30 pm-3:20 pm
CGS 123,CASWS101,W 3:35 pm-4:25 pm
CGS 123,CDSDS110,W 11:15 am-12:05 pm
CGS 123,COMCM708,M 2:30 pm-5:15 pm
CGS 123,COMCO101,F 12:20 pm-1:10 pm
CGS 123,COMCO101,F 9:05 am-9:55 am
CGS 123,COMCO201,R 3:30 pm-6:15 pm
CGS 123,SARHS444,R 12:30 pm-3:15 pm
CGS 123,STHTM815,T 12:30 pm-3:15 pm
CGS 129,CASCH131,TR 9:30 am-10:45 am
CGS 129,CASCH131,T 12:30 pm-1:20 pm
CGS 129,CASEC101,MWF 11:15 am-12:05 pm
CGS 129,CASEC101,TR 11:00 am-12:15 pm
CGS 129,ENGBF527,TR 3:30 pm-5:15 pm
CGS 129,SARPT756,T 1:30 pm-3:15 pm
CGS 311,CASLF111,MWF 4:40 pm-5:30 pm
CGS 311,CASMA121,M 2:30 pm-3:20 pm
CGS 311,CASWR415,MWF 12:20 pm-1:10 pm
CGS 311,CDSDS110,W 2:30 pm-3:20 pm
CGS 311,CGSHU201,WF 11:15 am-12:05 pm
CGS 311,CGSHU201,TR 11:15 am-12:05 pm
CGS 311,CGSIN250,M 6:30 pm-9:15 pm
CGS 311,CGSMA113,MWF 10:10 am-11:00 am
CGS 311,CGSMA113,MWF 1:25 pm-2:15 pm
CGS 311,CGSMA121,MWF 9:05 am-9:55 am
CGS 311,CGSMA121,MWF 3:35 pm-4:25 pm
CGS 311,CGSSS201,TR 2:00 pm-2:50 pm
CGS 311,CGSSS201,TR 12:30 pm-1:20 pm
CGS 311,CGSSS201,TR 5:00 pm-5:50 pm
CGS 311,METAR802,F 6:00 pm-8:45 pm
CGS 311,METCS101,R 6:00 pm-8:45 pm
CGS 311,METCS232,T 6:00 pm-8:45 pm
CGS 313,CASEC102,M 12:20 pm-1:10 pm
CGS 313,CGSHU201,WF 3:35 pm-4:25 pm
CGS 313,CGSHU201,WF 11:15 am-12:05 pm
CGS 313,CGSHU201,WF 9:05 am-9:55 am
CGS 313,CGSHU201,WF 12:20 pm-1:10 pm
CGS 313,CGSMA121,MWF 1:25 pm-2:15 pm
CGS 313,CGSSS201,TR 9:30 am-10:20 am
CGS 313,CGSSS201,TR 2:00 pm-2:50 pm
CGS 313,CGSSS201,TR 3:35 pm-4:25 pm
CGS 313,CGSSS201,TR 11:15 am-12:05 pm
CGS 313,CGSSS201,TR 12:30 pm-1:20 pm
CGS 313,COMCM535,M 2:30 pm-5:15 pm
CGS 313,METCJ300,T 6:00 pm-8:45 pm
CGS 313,METML701,W 6:00 pm-8:45 pm
CGS 313,METPS300,T 6:00 pm-8:45 pm
CGS 313,METSO300,T 6:00 pm-8:45 pm
CGS 313,SEDSE533,R 5:00 pm-7:45 pm
CGS 315,CASCS330,M 8:00 am-8:50 am
CGS 315,CASCS330,M 9:05 am-9:55 am
CGS 315,CASCS330,M 10:10 am-11:00 am
CGS 315,CASCS330,M 11:15 am-12:05 pm
CGS 315,CASCS330,M 12:20 pm-1:10 pm
CGS 315,CASCS330,M 1:25 pm-2:15 pm
CGS 315,CASEC591,MW 2:30 pm-3:45 pm
CGS 315,CASPS101,F 10:10 am-11:00 am
CGS 315,CDSDS110,W 4:40 pm-5:30 pm
CGS 315,CGSHU201,WF 11:15 am-12:05 pm
CGS 315,CGSHU201,WF 12:20 pm-1:10 pm
CGS 315,CGSHU201,WF 9:05 am-9:55 am
CGS 315,CGSNS201,WF 1:25 pm-2:15 pm
CGS 315,CGSSS201,TR 12:30 pm-1:20 pm
CGS 315,CGSSS201,TR 11:15 am-12:05 pm
CGS 315,CGSSS201,TR 9:30 am-10:20 am
CGS 315,CGSSS201,TR 2:00 pm-2:50 pm
CGS 315,CGSSS201,TR 3:35 pm-4:25 pm
CGS 315,METAR751,T 6:00 pm-8:45 pm
CGS 321,CASEC101,T 11:15 am-12:05 pm
CGS 321,CASEC101,T 3:35 pm-4:25 pm
CGS 321,CASEC102,R 11:15 am-12:05 pm
CGS 321,CASLS452,W 2:30 pm-5:15 pm
CGS 321,CASSO201,W 10:10 am-11:00 am
CGS 321,CDSDS210,F 10:10 am-11:00 am
CGS 321,CGSHU201,WF 12:20 pm-1:10 pm
CGS 321,CGSHU201,MW 1:25 pm-2:15 pm
CGS 321,CGSHU201,WF 9:05 am-9:55 am
CGS 321,CGSHU201,WF 11:15 am-12:05 pm
CGS 321,CGSHU201,TR 9:30 am-10:20 am
CGS 321,CGSSS201,TR 12:30 pm-1:20 pm
CGS 321,CGSSS201,TR 2:00 pm-2:50 pm
CGS 321,COMCM824,M 2:30 pm-5:15 pm
CGS 321,METAR754,T 6:00 pm-8:45 pm
CGS 321,SARPT794,M 10:10 am-11:55 am
CGS 323,CASCH131,W 10:10 am-11:00 am
CGS 323,CASCS501,R 6:30 pm-9:15 pm
CGS 323,CASMA226,W 1:25 pm-2:15 pm
CGS 323,CASMA226,W 2:30 pm-3:20 pm
CGS 323,CASPH150,R 11:15 am-12:05 pm
CGS 323,CASPY106,F 10:10 am-11:00 am
CGS 323,CASPY212,W 11:15 am-12:05 pm
CGS 323,CASPY212,W 12:20 pm-1:10 pm
CGS 323,CDSDS120,M 2:30 pm-3:20 pm
CGS 323,COMCM701,T 12:30 pm-3:15 pm
CGS 323,COMCO101,F 12:20 pm-1:10 pm
CGS 323,METAD632,W 6:00 pm-8:45 pm
CGS 323,METCS200,T 6:00 pm-8:45 pm
CGS 323,SEDAP662,M 4:40 pm-7:25 pm
CGS 323,SEDDE575,R 3:30 pm-6:15 pm
CGS 323,STHTT818,R 12:30 pm-3:15 pm
CGS 411,CGSNS201,W 2:30 pm-4:15 pm
CGS 411,CGSNS201,W 4:30 pm-6:15 pm
CGS 411,CGSNS201,M 12:20 pm-2:05 pm
CGS 411,CGSNS201,M 2:30 pm-4:15 pm
CGS 411,CGSNS201,M 4:30 pm-6:15 pm
CGS 411,CGSNS201,W 10:10 am-11:55 am
CGS 411,CGSNS201,W 12:20 pm-2:05 pm
CGS 413,CGSNS201,W 8:00 am-9:45 am
CGS 413,CGSNS201,F 8:00 am-9:45 am
CGS 413,CGSNS201,M 10:10 am-11:55 am
CGS 413,CGSNS201,W 4:30 pm-6:15 pm
CGS 413,CGSNS201,M 12:20 pm-2:05 pm
CGS 417,CGSNS201,M 10:10 am-11:55 am
CGS 417,CGSNS201,M 4:30 pm-6:15 pm
CGS 417,CGSNS201,W 4:30 pm-6:15 pm
CGS 417,CGSNS201,W 2:30 pm-4:15 pm
CGS 417,CGSNS201,M 2:30 pm-4:15 pm
CGS 417,CGSNS201,F 12:20 pm-2:05 pm
CGS 417,CGSNS201,F 10:10 am-11:55 am
CGS 421,CASAA114,W 10:10 am-11:00 am
CGS 421,CASAH114,W 10:10 am-11:00 am
CGS 421,CASCH101,R 2:00 pm-2:50 pm
CGS 421,CASCH203,T 12:30 pm-1:20 pm
CGS 421,CASCS357,T 2:00 pm-2:50 pm
CGS 421,CASFY101,T 11:15 am-12:05 pm
CGS 421,CASPY211,W 11:15 am-12:05 pm
CGS 421,CASPY211,W 12:20 pm-1:10 pm
CGS 421,CASPY211,W 1:25 pm-2:15 pm
CGS 421,CASWS101,R 11:15 am-12:05 pm
CGS 421,CDSDS310,F 10:10 am-11:00 am
CGS 421,COMCO101,F 12:20 pm-1:10 pm
CGS 421,COMCO201,T 3:30 pm-6:15 pm
CGS 423,CASEC101,T 3:35 pm-4:25 pm
CGS 423,CASHI271,R 11:15 am-12:05 pm
CGS 423,CASSO100,R 3:35 pm-4:25 pm
CGS 423,CASWR153,TR 2:00 pm-3:15 pm
CGS 423,CGSHU201,WF 11:15 am-12:05 pm
CGS 423,CGSHU201,WF 12:20 pm-1:10 pm
CGS 423,CGSSS201,TR 12:30 pm-1:20 pm
CGS 423,COMCM710,M 2:30 pm-5:15 pm
CGS 423,METAR753,W 6:00 pm-8:45 pm
CGS 423,METAT751,W 2:30 pm-5:15 pm
CGS 423,METBI107,M 6:00 pm-8:45 pm
CGS 423,SEDAP619,T 5:00 pm-7:45 pm
CGS 427,CGSNS201,W 2:30 pm-4:15 pm
CGS 427,CGSNS201,M 12:20 pm-2:05 pm
CGS 427,CGSNS201,M 2:30 pm-4:15 pm
CGS 427,CGSNS201,M 4:30 pm-6:15 pm
CGS 427,CGSNS201,M 10:10 am-11:55 am
CGS 427,CGSNS201,W 4:30 pm-6:15 pm
CGS 505,CASCC111,TR 2:00 pm-3:15 pm
CGS 505,CASCL101,TR 11:00 am-12:15 pm
CGS 505,CASCS523,TR 3:30 pm-4:45 pm
CGS 505,CASMA214,TR 12:30 pm-1:45 pm
CGS 505,CASPO399,TR 9:30 am-10:45 am
CGS 505,CASPO599,TR 9:30 am-10:45 am
CGS 505,CGSHU201,M 10:10 am-11:00 am
CGS 505,CGSNS201,WF 1:25 pm-2:15 pm
CGS 505,CGSNS201,WF 10:10 am-11:00 am
CGS 505,CGSNS201,MF 12:20 pm-1:10 pm
CGS 505,CGSSS201,M 1:25 pm-2:15 pm
CGS 507,KHCHC501,M 10:10 am-11:55 am
CGS 511,CASCS411,TR 12:30 pm-1:45 pm
CGS 511,CASCS411,TR 2:00 pm-3:15 pm
CGS 511,CASIR292,TR 9:30 am-10:45 am
CGS 511,CDSDS100,TR 3:30 pm-4:45 pm
CGS 511,CDSDS120,MWF 10:10 am-11:00 am
CGS 511,COMFT250,MW 12:20 pm-2:05 pm
CGS 511,ENGBE465,F 12:20 pm-2:05 pm
CGS 511,ENGEC602,MW 2:30 pm-4:15 pm
CGS 511,SARHP252,TR 11:00 am-12:15 pm
CGS 515,CASEN202,M 2:30 pm-5:15 pm
CGS 515,CASLC116,MWF 10:10 am-11:00 am
CGS 515,CASMA293,TR 11:00 am-12:15 pm
CGS 515,CASWS101,W 2:30 pm-3:20 pm
CGS 515,CDSDS120,M 12:20 pm-1:10 pm
CGS 515,CGSHU201,M 9:05 am-9:55 am
CGS 515,METAD643,R 12:30 pm-3:15 pm
CGS 515,METAD644,R 6:00 pm-8:45 pm
CGS 515,METAD731,M 6:00 pm-8:45 pm
CGS 515,METAR690,W 6:00 pm-8:45 pm
CGS 515,METCS767,T 12:30 pm-3:15 pm
CGS 515,METMG541,T 6:00 pm-8:45 pm
CGS 521,CASCS357,T 11:15 am-12:05 pm
CGS 521,CASCS357,T 12:30 pm-1:20 pm
CGS 521,CASCS357,T 9:30 am-10:20 am
CGS 521,CASPH248,R 11:15 am-12:05 pm
CGS 521,CASSO100,W 9:05 am-9:55 am
CGS 521,CASSO100,W 10:10 am-11:00 am
CGS 521,CGSSS201,TR 2:00 pm-2:50 pm
CGS 521,CGSSY201,T 3:30 pm-4:45 pm
CGS 521,COMCM419,W 2:30 pm-5:15 pm
CGS 521,SEDLS626,F 11:15 am-2:00 pm
CGS 521,STHTS845,M 2:30 pm-5:15 pm
CGS 521,STHTS875,R 3:30 pm-6:15 pm
CGS 523,CASCS131,T 12:30 pm-1:20 pm
CGS 523,CASCS131,T 2:00 pm-2:50 pm
CGS 523,CASCS131,T 3:35 pm-4:25 pm
CGS 523,CASLJ111,MWF 10:10 am-11:00 am
CGS 523,CASMA214,W 2:30 pm-3:20 pm
CGS 523,CASMA214,W 3:35 pm-4:25 pm
CGS 523,CASMA214,W 4:40 pm-5:30 pm
CGS 523,CASPS101,R 2:00 pm-2:50 pm
CGS 523,CASPY212,F 11:15 am-12:05 pm
CGS 523,CASPY212,F 12:20 pm-1:10 pm
CGS 523,CASSO201,W 12:20 pm-1:10 pm
CGS 523,CASSO490,R 3:30 pm-6:15 pm
CGS 523,COMJO547,M 2:30 pm-5:15 pm
CGS 523,GRSSO890,R 3:30 pm-6:15 pm
CGS 523,SARSH728,M 5:30 pm-7:15 pm
CGS 523,SEDCE741,T 5:00 pm-7:45 pm
CGS 525,CASLJ111,MWF 12:20 pm-1:10 pm
CGS 525,CASLJ212,MWF 10:10 am-11:00 am
CGS 525,CASMA121,W 2:30 pm-3:20 pm
CGS 525,CASMA121,W 3:35 pm-4:25 pm
CGS 525,CASMA121,W 4:40 pm-5:30 pm
CGS 525,CASMA121,R 2:00 pm-2:50 pm
CGS 525,SARHS346,T 12:30 pm-3:15 pm
CGS 525,STHTY833,R 3:30 pm-6:15 pm
CGS 527,CASEC201,MW 10:10 am-11:25 am
CGS 527,CASEC320,MWF 1:25 pm-2:15 pm
CGS 527,CASEN500,R 3:30 pm-6:15 pm
CGS 527,CASHI221,TR 9:30 am-10:45 am
CGS 527,CASHI271,TR 12:30 pm-1:45 pm
CGS 527,CASPH489,R 3:30 pm-6:15 pm
CGS 527,CASPO394,TR 9:30 am-10:45 am
CGS 527,ENGME358,T 11:00 am-12:15 pm
CGS 527,GRSCS640,TR 2:00 pm-3:15 pm
CGS 527,GRSPH689,R 3:30 pm-6:15 pm
CGS 527,KHCHC401,T 3:30 pm-6:15 pm
CGS 527,METAR690,W 6:00 pm-8:45 pm
CGS 527,SARSH737,F 10:10 am-11:55 am
CLN 224,GRSPS829,T 12:30 pm-3:15 pm
CLN 224,GRSPS843,M 2:30 pm-5:15 pm
CLN 226,GRSPS704,T 3:30 pm-6:15 pm
CLN 226,GRSPS761,T 12:30 pm-3:15 pm
CLN 226,GRSPS772,R 3:30 pm-6:15 pm
CLN 226,GRSPS875,TR 9:30 am-10:45 am
CLN 255,GRSPS730,R 3:30 pm-6:15 pm
CLN 255,GRSPS874,F 11:15 am-2:00 pm
COM 100,COMFT526,MW 10:10 am-11:55 am
COM 100,COMFT552,R 3:30 pm-6:15 pm
COM 101,CASCS111,MWF 10:10 am-11:00 am
COM 101,CASCS132,TR 2:00 pm-3:15 pm
COM 101,CASCS132,TR 3:30 pm-4:45 pm
COM 101,CASCS542,TR 11:00 am-12:15 pm
COM 101,CASMA213,MWF 11:15 am-12:05 pm
COM 101,CASMA225,TR 12:30 pm-1:45 pm
COM 101,CASPS241,TR 9:30 am-10:45 am
COM 101,COMCM420,M 2:30 pm-4:15 pm
COM 101,COMCM580,M 12:20 pm-2:05 pm
COM 101,COMCM581,M 12:20 pm-2:05 pm
COM 101,COMCM732,M 2:30 pm-4:15 pm
COM 106,COMCM412,T 12:30 pm-3:15 pm
COM 106,COMCM417,W 6:30 pm-9:15 pm
COM 106,COMCM443,T 6:30 pm-9:15 pm
COM 106,COMCM739,TR 11:00 am-12:15 pm
COM 106,COMFT508,MW 10:10 am-11:55 am
COM 106,COMFT508,MW 12:20 pm-2:05 pm
COM 106,COMFT707,F 11:15 am-2:00 pm
COM 106,COMJO400,R 12:30 pm-1:20 pm
COM 109,CASAH111,W 3:35 pm-4:25 pm
COM 109,CASBI203,M 1:25 pm-2:15 pm
COM 109,CASJS120,F 1:25 pm-2:15 pm
COM 109,CASLC211,MWF 12:20 pm-1:10 pm
COM 109,CASLJ111,MWF 2:30 pm-3:20 pm
COM 109,CASLK111,MWF 9:05 am-9:55 am
COM 109,CASLK211,MWF 10:10 am-11:00 am
COM 109,CASRN101,F 1:25 pm-2:15 pm
COM 109,CASWR112,TR 2:00 pm-3:15 pm
COM 109,COMCM321,TR 3:30 pm-4:45 pm
COM 109,COMCM405,TR 9:30 am-10:45 am
COM 109,COMCM419,TR 5:00 pm-6:15 pm
COM 109,COMCM442,MWF 11:15 am-12:05 pm
COM 109,COMCM522,T 6:30 pm-9:15 pm
COM 109,COMCM708,TR 11:00 am-12:15 pm
COM 109,ENGEK100,F 3:35 pm-4:25 pm
COM 109,GRSCS698,W 1:25 pm-2:15 pm
COM 109,SEDEC540,M 4:40 pm-7:25 pm
COM 109,SEDED410,TR 12:30 pm-1:45 pm
COM 109,SEDSC521,F 4:30 pm-6:15 pm
COM 111,CASCI480,TR 2:00 pm-3:15 pm
COM 111,CASCL102,F 11:15 am-12:05 pm
COM 111,CASFY101,R 11:15 am-12:05 pm
COM 111,CASLC211,MWF 3:35 pm-4:25 pm
COM 111,CASLC313,MWF 2:30 pm-3:20 pm
COM 111,CASLC480,TR 2:00 pm-3:15 pm
COM 111,CASLR111,MWF 12:20 pm-1:10 pm
COM 111,CASNE101,W 1:25 pm-2:15 pm
COM 111,CASPS336,F 10:10 am-11:00 am
COM 111,CASWR120,TR 12:30 pm-1:45 pm
COM 111,COMCM421,M 1:25 pm-2:15 pm
COM 111,COMCM525,W 6:30 pm-9:15 pm
COM 111,COMCM732,M 1:25 pm-2:15 pm
COM 111,COMCM743,TR 9:30 am-10:45 am
COM 111,COMFT517,MW 4:30 pm-6:15 pm
COM 111,COMFT518,MW 10:10 am-11:55 am
COM 111,GRSLC680,TR 2:00 pm-3:15 pm
COM 111,SARHS325,F 9:05 am-9:55 am
COM 111,SARSH542,TR 3:30 pm-4:45 pm
COM 111,SEDAP753,R 6:30 pm-9:15 pm
COM 111,SEDDE386,T 5:00 pm-7:45 pm
COM 111,SEDDE586,T 5:00 pm-7:45 pm
COM 111,SEDED111,T 11:00 am-12:15 pm
COM 111,SEDSO566,M 6:30 pm-9:15 pm
COM 206,CASAN397,R 3:30 pm-6:15 pm
COM 206,COMCM211,M 6:30 pm-9:15 pm
